Siemens Simcenter Femap 缓冲区错误漏洞|CNNVD-202202-829|2022-02-09|2022-02-17| |高危|缓冲区错误|Siemens Simcenter Femap是德国西门子（Siemens）公司的一款尖端工程学仿真应用程序。用于创建、编辑和导入/重用复杂产品或系统基于网格的有限元分析模型。 Simcenter Femap V2020.2（所有版本）和 V2021.1（所有版本）中存在缓冲区错误漏洞，该漏洞源于受影响的应用程序在解析特制 NEU 文件时包含超出分配结构末尾的越界写入。这可能允许攻击者在当前进程的上下文中执行代码。|CVE-2021-46159| | | | | | | | 
OIC Exponent CMS 跨站脚本漏洞|CNNVD-202202-907|2022-02-09|2022-03-10| |中危|跨站脚本|OIC Exponent CMS是美国OIC公司的一套基于PHP的免费、开源的模块化内容管理系统（CMS）。该系统支持在页面中直接进行编辑，并提供用户管理、网站配置、内容编辑等功能。 OIC Exponent CMS 存在跨站脚本漏洞，该漏洞允许通过身份验证的用户在登录时在user - agent头注入持久的JavaScript代码。当管理员用户访问用户会话选项卡时，JavaScript将被触发，从而允许攻击者可利用该漏洞破坏管理员会话。|CVE-2022-23049| | | | | | | | 
Info-ZIP UnZip 缓冲区错误漏洞|CNNVD-202202-865|2022-02-09|2022-10-17| |中危|缓冲区错误|Info-ZIP UnZip是美国Greg Roelofs个人开发者的一套基于Unix平台的用于对“.zip”文件格式进行解压的工具。 Info-ZIP unzip存在缓冲区错误漏洞，该漏洞源于宽字符串到本地字符串的转换过程中存在安全问题导致越界写，攻击者利用该漏洞致崩溃或代码执行。|CVE-2022-0529| | | | | | | | 
MediaTek 芯片竞争条件问题漏洞|CNNVD-202202-873|2022-02-09|2022-03-10| |中危|竞争条件问题|MediaTek 芯片是中国联发科（Mediatek）的MediaTek 的多款芯片。 MediaTek 芯片存在安全漏洞，该漏洞可能导致本地信息泄露。|CVE-2022-20032| | | | | | | | 
GlobalProtect 日志信息泄露漏洞|CNNVD-202202-828|2022-02-09|2022-03-10| |中危|日志信息泄露|Palo Alto Networks GlobalProtect是美国Palo Alto Networks公司的一套网络防护软件。该软件可提供防火墙监控及威胁预防等功能。 Windows上的Palo Alto Networks GlobalProtect 存在日志信息泄露漏洞，当使用Connect Before Logon功能进行身份验证时，该应用程序会记录正在连接的GlobalProtect用户的明文凭据。以下产品及版本受到影响：Windows上的GlobalProtect App 5.2.9之前的5.2.x版本。|CVE-2022-0021| | | | | | | | 
F-Secure antivirus engine 安全漏洞|CNNVD-202202-781|2022-02-09|2022-03-10| |中危|其他|F-secure F-Secure antivirus engine是芬兰F-Secure（F-secure）公司的一款安全引擎。 F-Secure antivirus engine 存在安全漏洞，该漏洞源于 ACE 文件的解压缩导致扫描程序服务停止。攻击者可以远程利用该漏洞导致防病毒引擎的拒绝服务。|CVE-2021-40837| | | | | | | | 
MediaTek 芯片缓冲区错误漏洞|CNNVD-202202-880|2022-02-09|2022-03-10| |中危|缓冲区错误|MediaTek 芯片是中国联发科（Mediatek）的MediaTek 的多款芯片。 MediaTek 芯片存在安全漏洞，该漏洞源于在ccu驱动程序中不正确的边界检查，可能存在内存损坏。|CVE-2022-20038| | | | | | | | 
Schneider Electric Interactive Graphical SCADA System 安全漏洞|CNNVD-202202-917|2022-02-09|2022-03-10| |高危|其他|Schneider Electric Interactive Graphical SCADA System（IGSS）是法国施耐德电气（Schneider Electric）公司的一套用于监控和控制工业过程的SCADA（数据采集与监控系统）系统。 Schneider Electric Interactive Graphical SCADA System Data Server存在安全漏洞，该漏洞可能导致信息泄露。|CVE-2022-24317| | | | | | | | 
MediaTek 芯片 资源管理错误漏洞|CNNVD-202202-876|2022-02-09|2022-02-17| |中危|资源管理错误|MediaTek 芯片是中国联发科（Mediatek）的MediaTek 的多款芯片。 MediaTek 芯片存在安全漏洞，该漏洞源于在vcu驱动程序中免费后使用可能会导致信息泄露。|CVE-2022-20035| | | | | | | | 
XWiki Platform 安全漏洞|CNNVD-202202-849|2022-02-09|2022-03-10| |中危|其他|Xwiki Platform是法国Xwiki公司的一套用于创建Web协作应用程序的Wiki平台。 XWiki Platform存在安全漏洞，该漏洞源于在受影响的版本中，任何具有SCRIPT权限的用户都可以通过XWiki读取位于XWiki WAR中的任何文件。|CVE-2022-23621| | | | | | | | 
TastyIgniter 跨站脚本漏洞|CNNVD-202202-784|2022-02-09|2022-02-28| |中危|跨站脚本|TastyIgniter是一个基于Laravel PHP Framework的免费开源在线订购软件，旨在让开发者和餐馆老板享受生活。 TastyIgniter存在跨站脚本漏洞，该漏洞源于在TastyIgniter的3.2.2版本中存在一个跨站点脚本(XSS)漏洞。向管理过敏原编辑1发出的请求的items[0][path]参数是脆弱的。|CVE-2022-23378| | | | | | | | 
Schneider Electric 多款产品安全漏洞|CNNVD-202202-899|2022-02-09|2022-03-10| |超危|其他|Schneider Electric spaceLYnk等都是法国施耐德电气（Schneider Electric）公司的产品。spaceLYnk是一款可编程逻辑控制器。homeLYnk是一个家庭自动化专家。fellerLYnk是一款逻辑控制器。 Schneider Electric 多款产品存在安全漏洞，该漏洞允许攻击者可利用该漏洞在多次尝试猜测凭据后操纵管理员。|CVE-2022-22810| | | | | | | | 
Schneider Electric Interactive Graphical SCADA System 安全漏洞|CNNVD-202202-912|2022-02-09|2022-03-10| |超危|其他|Schneider Electric Interactive Graphical SCADA System（IGSS）是法国施耐德电气（Schneider Electric）公司的一套用于监控和控制工业过程的SCADA（数据采集与监控系统）系统。 Schneider Electric Interactive Graphical SCADA System Data Server存在安全漏洞，该漏洞可能会导致基于堆栈的缓冲区溢出，当攻击者可利用该漏洞发送一个特别设计的消息时，可能会导致远程代码执行。|CVE-2022-24313| | | | | | | | 
Schneider Electric spaceLYnk 访问控制错误漏洞|CNNVD-202202-898|2022-02-09|2022-05-26| |中危|授权问题|Schneider Electric spaceLYnk是法国施耐德电气（Schneider Electric）公司的一款可编程逻辑控制器。 Schneider Electric spaceLYnk 存在访问控制错误漏洞，该漏洞源于当攻击者可利用该漏洞试图修改触摸配置时，该漏洞可以允许以未经授权的方式修改触摸配置。受影响产品:spaceLYnk (V2.6.2及之前版本)、smarter for KNX(原homeLYnk) (V2.6.2及之前版本)、fellerLYnk (V2.6.2及之前版本)|CVE-2022-22809| | | | | | | | 
Dell Client Commercial 安全漏洞|CNNVD-202202-841|2022-02-09|2022-03-10| |高危|其他|Dell Client Commercial是美国戴尔（Dell）公司的一系列工作站设备。 Dell Client Commercial 和 Consumer platforms 存在安全漏洞，该漏洞源于部分 Dell Client Commercial 和 Consumer platforms包含一个预引导直接内存访问 (DMA) 漏洞。 具有系统物理访问权限的经过身份验证的攻击者可能会利用此漏洞在设备上执行任意代码。|CVE-2022-22566| | | | | | | | 
beanstalk_console 跨站脚本漏洞|CNNVD-202202-785|2022-02-09|2022-02-28| |中危|跨站脚本|beanstalk_console是Beanstalk队列服务器的管理控制台，用 PHP 编写。 beanstalk_console 存在跨站脚本漏洞，该漏洞源于WEB应用缺少对客户端数据的正确验证。攻击者可利用该漏洞执行客户端代码。|CVE-2022-0539| | | | | | | | 
Intel Kernelflinger 缓冲区错误漏洞|CNNVD-202202-748|2022-02-09|2022-02-16| |高危|缓冲区错误|Intel Kernelflinger是美国英特尔（Intel）公司的一个适用于 Android /Brillo 的英特尔 Uefi 引导加载程序。 Intel Kernelflinger open source project 存在缓冲区错误漏洞，该漏洞源于英特尔维护的Kernelflinger开源项目中存在一个潜在的安全漏洞。攻击者可利用该漏洞允许特权升级。|CVE-2021-33137| | | | | | | | 
Intel Graphics Performance Analyzers 代码问题漏洞|CNNVD-202202-747|2022-02-09|2022-02-25| |高危|代码问题|Intel Graphics Performance Analyzers（Intel Gpa）是美国英特尔（Intel）公司的一种图形性能分析器。 Intel Graphics Performance Analyzers 版本 21.2 存在代码问题漏洞，该漏洞可能允许经过身份验证的用户可能启用升级通过本地访问获得特权。|CVE-2021-33101| | | | | | | | 
Composr CMS 代码问题漏洞|CNNVD-202202-782|2022-02-09|2022-10-08| |高危|代码问题|Ocproducts Composr CMS是英国ocProducts（Ocproducts）公司的一套使用PHP语言编写的开源内容管理系统（CMS）。 Composr-CMS 10.0.39及之前版本存在安全漏洞，该漏洞允许经过身份验证的远程攻击者利用该漏洞上传PHP shell来执行任意代码。|CVE-2021-46360| | | | | | | | 
Gitea 安全漏洞|CNNVD-202202-835|2022-02-09|2022-07-14| |超危|其他|Gitea是Gitea社区的一个基于Go开发的轻量型git服务。 Gitea 存在安全漏洞，该漏洞源于1.15.7的Gitea客户端cookie没有被删除，会话在服务器端仍然有效，以便重用。攻击者可利用该漏洞获得特权。|CVE-2021-45330| | | | | | | | 
Schneider Electric Interactive Graphical SCADA System 路径遍历漏洞|CNNVD-202202-910|2022-02-09|2022-02-18| |超危|路径遍历|Schneider Electric Interactive Graphical SCADA System（IGSS）是法国施耐德电气（Schneider Electric）公司的一套用于监控和控制工业过程的SCADA（数据采集与监控系统）系统。 Schneider Electric Interactive Graphical SCADA System Data Server存在安全漏洞，该漏洞可能导致修改现有文件通过添加在文件或创建一个新文件的上下文数据服务器可能导致远程代码执行当攻击者可利用该漏洞发送一个特殊的消息。|CVE-2022-24312| | | | | | | | 
XWiki Platform 路径遍历漏洞|CNNVD-202202-848|2022-02-09|2022-03-10| |中危|路径遍历|Xwiki Platform是法国Xwiki公司的一套用于创建Web协作应用程序的Wiki平台。 XWiki Platform存在路径遍历漏洞，该漏洞源于在受影响的版本中，AbstractSxExportURLFactoryActionHandler#processSx 在文件系统上序列化时不会从 SSX 文档引用中转义任何内容，HTML 导出过程可能包含包含文件系统语法（如“../”、“./”）的引用元素。或“/”一般。引用的元素未正确转义。|CVE-2022-23620| | | | | | | | 
Schneider Electric 多款产品安全漏洞|CNNVD-202202-891|2022-02-09|2022-03-10| |高危|其他|Schneider Electric Vijeo Designer Basic和Schneider Electric Vijeo Designer都是法国施耐德电气（Schneider Electric）公司的一套用于HMI（人机界面）的编程和设计软件。 Schneider Electric 多款产品存在安全漏洞，攻击者可利用该漏洞对基本安装目录未经授权访问，本地权限升级。受影响产品包括：Harmony/Magelis iPC系列（所有版本）、Vijeo Designer（V6.2 SP11 Multiple HotFix 4之前的所有版本）、Vijeo Designer Basic（V1.2.1之前的所有版本）。|CVE-2021-22817| | | | | | | | 
EcoStruxure EV Charging Expert 安全漏洞|CNNVD-202202-896|2022-02-09|2022-05-19| |高危|其他|EcoStruxure EV Charging Expert是法国施耐德（Schneider-electric）的电动汽车充电基础设施负载管理、访问管理和监督解决方案。 EcoStruxure EV Charging Expert存在安全漏洞，该漏洞源于当欺骗用户使用在iframes中渲染的web界面时，CWE-1021渲染UI层或框架的不当限制存在可能导致产品设置或用户帐户的意外修改。|CVE-2022-22807| | | | | | | | 
EcoStruxure Geo SCADA Expert 代码问题漏洞|CNNVD-202202-921|2022-02-09|2022-02-17| |高危|代码问题|EcoStruxure Geo SCADA Expert是一款集成的、可扩展的、可靠的监控和数据采集(SCADA)软件 EcoStruxure Geo SCADA Expert 存在代码问题漏洞，该漏洞源于当接收到不正常的HTTP请求时，可能会导致对Geo SCADA服务器的拒绝服务。|CVE-2022-24321| | | | | | | | 
Intel Trace Analyzer And Collector 缓冲区错误漏洞|CNNVD-202202-760|2022-02-09|2022-02-22| |中危|缓冲区错误|Intel Trace Analyzer And Collector是美国英特尔（Intel）公司的一个跟踪分析器和收集器。用于分析并行应用程序中的 Mpi 行为。 Intel Trace Analyzer and Collector 存在缓冲区错误漏洞，该漏洞源于英特尔跟踪分析器和收集器中的潜在安全漏洞。攻击者可利用该漏洞导致拒绝服务或信息泄露。|CVE-2022-21133| | | | | | | | 
Schneider Electric Easergy P40 信任管理问题漏洞|CNNVD-202202-904|2022-02-09|2022-03-01| |超危|信任管理问题|Schneider Electric Easergy P40是法国施耐德电气（Schneider Electric）公司的一系列用于 Mv、Hv 和 Ehv 保护的保护继电器。 Schneider Electric Easergy P40 存在信任管理问题漏洞，该漏洞源于如果攻击者可利用该漏洞获得TLS加密密钥并主动控制Courier隧道通信网络，他们可能会观察和操纵与产品配置相关的流量。|CVE-2022-22813| | | | | | | | 
Palo Alto Network Cortex XSOAR 跨站脚本漏洞|CNNVD-202202-815|2022-02-09|2022-03-10| |中危|跨站脚本|Palo Alto Networks Cortex Xsoar是美国Palo Alto Networks公司的一个安全编排自动化和响应 (Soar) 平台。 Palo Alto Network Cortex XSOAR 存在跨站脚本漏洞，该漏洞允许攻击者存储一个持久的javascript利用代码，导致在Cortex XSOAR web界面中执行任意操作。以下产品及版本受到影响:所有版本的Cortex XSOAR 6.1.0;Cortex XSOAR build 1958888之前的6.2.0builds。|CVE-2022-0020| | | | | | | | 
Siemens Simcenter Femap 缓冲区错误漏洞|CNNVD-202202-822|2022-02-09|2022-03-01| |高危|缓冲区错误|Siemens Simcenter Femap是德国西门子（Siemens）公司的一款尖端工程学仿真应用程序。用于创建、编辑和导入/重用复杂产品或系统基于网格的有限元分析模型。 Simcenter Femap V2020.2（所有版本）和 V2021.1（所有版本）中存在缓冲区错误漏洞，该漏洞源于受影响的应用程序在解析 NEU 文件时包含基于堆栈的缓冲区溢出漏洞。这可能允许攻击者在当前进程的上下文中执行代码。|CVE-2021-46155| | | | | | | | 
Intel Quartus Prime Pro 代码问题漏洞|CNNVD-202202-759|2022-02-09|2022-02-22| |高危|代码问题|Intel Quartus Prime Pro是美国英特尔（Intel）公司的一套多平台设计环境。该产品主要用于可编程逻辑器件编程。 Intel Quartus Prime Pro Edition 存在代码问题漏洞，该漏洞源于英特尔Quartus Prime Pro和标准版存在潜在的安全漏洞。攻击者可利用该漏洞导致特权升级、拒绝服务或信息泄露。|CVE-2022-21220| | | | | | | | 
HUAWEI EMUI 安全漏洞|CNNVD-202202-855|2022-02-09|2022-07-14| |中危|其他|Huawei HUAWEI EMUI是中国华为（Huawei）公司的一款基于Android开发的移动端操作系统。 HUAWEI EMUI/Magic UI存在安全漏洞，该漏洞源于ACPU上的内存访问管理模块存在未经授权的重写漏洞。攻击者可利用该漏洞影响服务机密性。|CVE-2021-37115| | | | | | | | 
Siemens SINEMA Remote Connect Server 输入验证错误漏洞|CNNVD-202202-833|2022-02-09|2022-02-28| |中危|输入验证错误|Siemens SINEMA Remote Connect Server是德国西门子（Siemens）公司的一套远程网络管理平台。该平台主要用于远程访问、维护、控制和诊断底层网络。 Siemens SINEMA Remote Connect Server（所有版本 <V2.0）中存在输入验证错误漏洞，攻击者可以通过导致网络钓鱼攻击来诱骗设备上经过身份验证的有效用户单击其中的恶意链接。|CVE-2022-23102| | | | | | | | 
Schneider Electric Interactive Graphical SCADA System 缓冲区错误漏洞|CNNVD-202202-915|2022-02-09|2022-02-17| |高危|缓冲区错误|Schneider Electric Interactive Graphical SCADA System（IGSS）是法国施耐德电气（Schneider Electric）公司的一套用于监控和控制工业过程的SCADA（数据采集与监控系统）系统。 Schneider Electric Interactive Graphical SCADA System Data Server存在缓冲区错误漏洞，该漏洞可能导致拒绝服务。|CVE-2022-24315| | | | | | | | 
Concrete Cms 跨站请求伪造漏洞|CNNVD-202202-893|2022-02-09|2022-03-10| |高危|跨站请求伪造|PortlandLabs Concrete Cms是美国PortlandLabs公司的一个面向团队的开源内容管理系统。 Concrete CMS v9版本存在跨站请求伪造漏洞，攻击者可利用该漏洞代表其他用户发出请求。|CVE-2021-22954| | | | | | | | 
SAP NetWeaver Application Server Java 资源管理错误漏洞|CNNVD-202202-890|2022-02-09|2022-08-25| |高危|资源管理错误|SAP NetWeaver Application Server Java是德国思爱普（SAP）公司的一款提供了Java运行环境的应用程序服务器。该产品主要用于开发和运行Java EE应用程序。 SAP NetWeaver Application Server Java 存在资源管理错误漏洞，该漏洞源于中的错误处理不当，攻击者可能会提交多个 HTTP 服务器请求，从而导致错误 ，这样它就会消耗内存缓冲区。 这可能会导致系统关闭，导致系统不可用。|CVE-2022-22533| | | | | | | | 
Siemens Sicam Toolbox II 信任管理问题漏洞|CNNVD-202202-814|2022-02-09|2022-08-15| |中危|信任管理问题|Siemens Sicam Toolbox II是德国西门子（Siemens）公司的一种用于 Sicam Rtu 的工程软件。 Siemens SICAM TOOLBOX II存在信任管理问题漏洞，该漏洞源于受影响的应用程序在数据库服务中使用可绕过的访问控制。这可能会让攻击者可利用该漏洞访问数据库。|CVE-2021-45106| | | | | | | | 
GlobalProtect 后置链接漏洞|CNNVD-202202-823|2022-02-09|2022-03-10| |高危|后置链接|Palo Alto Networks GlobalProtect是美国Palo Alto Networks公司的一套网络防护软件。该软件可提供防火墙监控及威胁预防等功能。 Palo Alto Networks GlobalProtect应用程序在Windows上存在后置链接漏洞，本地攻击者可利用该漏洞能够破坏系统进程，并可能在某些情况下使用系统特权执行任意代码。以下产品及版本受到影响：Windows下GlobalProtect app 5.1.10之前的5.1.x版本，GlobalProtect app 5.2.5之前的5.2.x版本。|CVE-2022-0017| | | | | | | | 
Siemens Simcenter Femap 缓冲区错误漏洞|CNNVD-202202-827|2022-02-09|2022-03-01| |高危|缓冲区错误|Siemens Simcenter Femap是德国西门子（Siemens）公司的一款尖端工程学仿真应用程序。用于创建、编辑和导入/重用复杂产品或系统基于网格的有限元分析模型。 Simcenter Femap V2020.2（所有版本）和 V2021.1（所有版本）中存在缓冲区错误漏洞，该漏洞源于受影响的应用程序在解析 NEU 文件时包含基于堆栈的缓冲区溢出漏洞。这可能允许攻击者在当前进程的上下文中执行代码。|CVE-2021-46158| | | | | | | | 
Intel Advisor 安全漏洞|CNNVD-202202-753|2022-02-09|2022-07-14| |高危|其他|Intel Advisor是美国英特尔（Intel）公司的一个用于开发高性能代码的设计和分析工具。 Intel Advisor software 存在安全漏洞，该漏洞源于Intel Advisor软件中存在一个潜在的安全漏洞，可能允许升级权限。|CVE-2021-23152| | | | | | | | 
Python 注入漏洞|CNNVD-202202-864|2022-02-09|2022-11-04| |高危|注入|Python是Python基金会的一套开源的、面向对象的程序设计语言。该语言具有可扩展、支持模块和包、支持多种平台等特点。 Python 存在注入漏洞，该漏洞允许攻击者输入精心设计的URL，导致注入攻击。以下产品及版本受到影响：3.10.0b1、3.9.5、3.8.11、3.7.11和3.6.14之前的Python版本。|CVE-2022-0391| | | | | | | | 
MediaTek 芯片缓冲区错误漏洞|CNNVD-202202-877|2022-02-09|2022-03-10| |中危|缓冲区错误|MediaTek 芯片是中国联发科（Mediatek）的MediaTek 的多款芯片。 MediaTek 芯片存在安全漏洞，该漏洞源于边界检查不正确而导致信息泄露。|CVE-2022-20036| | | | | | | | 
XpressEngine 跨站脚本漏洞|CNNVD-202202-813|2022-02-09|2022-03-10| |中危|跨站脚本|XpressEngine是一个 CMS（内容管理系统），任何人都可以轻松、方便、自由地发布内容。 XpressEngine 存在安全漏洞，该漏洞源于在XE 1.116中，当上传Normal按钮时，对文件后缀没有限制。攻击者可利用该漏洞导致任何文件被上传到文件目录。|CVE-2021-44912| | | | | | | | 
MediaTek 芯片 缓冲区错误漏洞|CNNVD-202202-871|2022-02-09|2022-02-17| |中危|缓冲区错误|MediaTek 芯片是中国联发科（Mediatek）的MediaTek 的多款芯片。 MediaTek 芯片存在安全漏洞，该漏洞源于基于堆栈的缓冲区溢出，可能存在越界写入。这可能导致特权的本地升级。|CVE-2022-20030| | | | | | | | 
swift-nio-http2 输入验证错误漏洞|CNNVD-202202-923|2022-02-09|2022-02-23| |高危|输入验证错误|swift-nio-http2是一个 SwiftPM 项目，可以非常简单地构建和测试。 swift-nio-http2 存在安全漏洞，该漏洞源于使用swift-nio-http2的程序很容易受到拒绝服务攻击，这种攻击是由网络对等体发送一个特别制作的hpack编码的报头块引起的。此攻击影响1.0.0到1.19.1的所有swift-nio-http2版本。在解析HPACK编码的报头块时存在许多实现错误，这些错误允许恶意制作的HPACK报头块导致使用swift-nio-http2的进程崩溃。每一个崩溃都是触发的，而不是整数溢出。|CVE-2022-24667| | | | | | | | 
Siemens Simcenter Femap 安全漏洞|CNNVD-202202-817|2022-02-09|2022-03-10| |高危|其他|Siemens Simcenter Femap是德国西门子（Siemens）公司的一款尖端工程学仿真应用程序。用于创建、编辑和导入/重用复杂产品或系统基于网格的有限元分析模型。 Simcenter Femap V2020.2（所有版本）和 V2021.1（所有版本）中存在安全漏洞，该漏洞源于受影响的应用程序在解析 NEU 文件时包含类型混淆漏洞。这可能允许攻击者在当前进程的上下文中执行代码。|CVE-2021-46152| | | | | | | | 
Cybele Software Thinfinity VirtualUI 信息泄露漏洞|CNNVD-202202-783|2022-02-09|2022-03-01| |高危|信息泄露|Cybele Software Thinfinity VirtualUI是美国Cybele Software公司的一款支持将远程Windows应用程序嵌入到标准Web应用程序中，从而可以与Javascript编程进行双向交互的解决方案。 Cybele Software Thinfinity VirtualUI 存在信息泄露漏洞，该漏洞源于Thinfinity VirtualUI 受到cmd站点中参数“Addr”信息泄露漏洞的影响。攻击者可利用该漏洞向其他系统发送请求的能力可以让脆弱的服务器过滤web服务器的真实IP或增加攻击面。|CVE-2021-46354| | | | | | | | 
Intel Capital Global Summit Android App 访问控制错误漏洞|CNNVD-202202-770|2022-02-09|2022-02-22| |中危|授权问题|Intel Capital Global Summit Android App是美国英特尔（Intel）公司的一款资本全球峰会应用程序。 Intel Capital Global Summit Android存在访问控制错误漏洞，该漏洞源于不正确的访问控制，经过身份验证的用户通过本地访问获取敏感数据。|CVE-2022-21153| | | | | | | | 
MariaDB 格式化字符串错误漏洞|CNNVD-202202-767|2022-02-09|2022-09-14| |高危|格式化字符串错误|MariaDB是MariaDB（Mariadb）基金会的一套免费开源的数据库管理系统，也是一个采用Maria存储引擎的MySQL分支版本。 MariaDB 存在格式化字符串错误漏洞，该漏洞是由于 CONNECT 函数实现中的格式字符串错误而存在的。具有数据库访问权限的远程用户可以发送包含格式字符串说明符的特制 SQL 查询并在目标系统上执行任意代码。该漏洞允许远程用户在目标系统上执行任意代码。|CVE-2022-24051| | | | | | | | 
MediaTek 芯片缓冲区错误漏洞|CNNVD-202202-869|2022-02-09|2022-03-10| |中危|缓冲区错误|MediaTek 芯片是中国联发科（Mediatek）的MediaTek 的多款芯片。 MediaTek 芯片存在安全漏洞，该漏洞源于边界检查不正确而导致信息泄露。|CVE-2022-20017| | | | | | | | 
chatwoot 跨站脚本漏洞|CNNVD-202202-775|2022-02-09|2022-02-16| |中危|跨站脚本|chatwoot是一个应用软件。客户参与套件，对讲、Zendesk、Salesforce 服务云等的开源替代方案。 chatwoot存在跨站脚本漏洞，该漏洞源于WEB应用缺少对客户端数据的正确验证。攻击者可利用该漏洞执行客户端代码。|CVE-2022-0527| | | | | | | | 
MediaTek 芯片 资源管理错误漏洞|CNNVD-202202-872|2022-02-09|2022-02-17| |高危|资源管理错误|MediaTek 芯片是中国联发科（Mediatek）的MediaTek 的多款芯片。 MediaTek 芯片存在安全漏洞，该漏洞源于fb驱动程序有一个可能的内存损坏。这可能导致特权的本地升级，而不需要额外的执行特权。|CVE-2022-20031| | | | | | | | 
Siemens Spectrum Power 跨站脚本漏洞|CNNVD-202202-832|2022-02-09|2022-02-28| |中危|跨站脚本|Siemens Spectrum Power是德国西门子（Siemens）公司的一套能源管理系统。 Spectrum Power 存在跨站脚本漏洞，该漏洞源于受影响产品中的集成web应用程序在线帮助包含一个跨站点脚本(XSS)漏洞，如果不知情的用户被骗访问恶意链接，该漏洞可能被利用。|CVE-2022-23312| | | | | | | | 
MediaTek 芯片缓冲区错误漏洞|CNNVD-202202-870|2022-02-09|2022-03-10| |中危|缓冲区错误|MediaTek 芯片是中国联发科（Mediatek）的MediaTek 的多款芯片。 MediaTek 芯片存在安全漏洞，该漏洞源于在cmdq驱动程序中边界检查不正确，可能会出现越界读取。这可能导致本地信息泄露。|CVE-2022-20029| | | | | | | | 
Citrix Systems Workspace App 访问控制错误漏洞|CNNVD-202202-888|2022-02-09|2022-03-10| |高危|授权问题|Citrix Systems Workspace App（前称Receiver）是美国思杰系统（Citrix Systems）公司的一款用于提供对应用程序、桌面和数据安全访问功能的应用程序。 Citrix Systems Workspace App 存在访问控制错误漏洞，该漏洞源于安装了App Protection的Citrix Workspace 存在访问控制错误漏洞，该漏洞可允许攻击者执行本地权限提升。|CVE-2022-21825| | | | | | | | 
Open Policy Agent 安全漏洞|CNNVD-202202-851|2022-02-09|2022-03-10| |中危|其他|Open Policy Agent是一个开源的通用策略引擎，可在整个堆栈中实现统一的、上下文感知的策略实施。 Open Policy Agent 存在安全漏洞，该漏洞源于在某些条件下，漂亮地打印包含合成节点的抽象语法树(AST)可以通过重新排序数组文字来改变某些语句的逻辑。策略受影响的例子是那些解析和比较web路径的策略。|CVE-2022-23628| | | | | | | | 
Xwiki Platform 跨站脚本漏洞|CNNVD-202202-850|2022-02-09|2022-02-28| |高危|跨站脚本|Xwiki Platform是法国Xwiki公司的一套用于创建Web协作应用程序的Wiki平台。 XWiki Platform存在跨站脚本漏洞，该漏洞源于在受影响的版本中，在registerinline中有一个跨站点脚本(XSS)矢量。与 xredirect 隐藏字段相关的虚拟机模板。|CVE-2022-23622| | | | | | | | 
Tp-link TL-WR841N 安全漏洞|CNNVD-202202-863|2022-02-09|2022-03-10| |超危|其他|Tp-link TL-WR841N是中国普联（Tp-link）公司的一款无线路由器。 Tp-link TL-WR841N 存在安全漏洞，远程攻击者可利用该漏洞拦截凭证，并随后通过基于web的管理界面对受影响的设备执行管理操作。|CVE-2022-0162| | | | | | | | 
Huawei EMUI 安全漏洞|CNNVD-202202-861|2022-02-09|2022-07-14| |高危|其他|Huawei HUAWEI EMUI是中国华为（Huawei）公司的一款基于Android开发的移动端操作系统。 Huawei EMUI存在安全漏洞，该漏洞源于系统的蓝牙模块存在权限验证漏洞。成功利用此漏洞可能导致未经授权的操作。|CVE-2021-40044| | | | | | | | 
Zimbra Collaboration Suite 跨站脚本漏洞|CNNVD-202202-777|2022-02-09|2022-03-10| |中危|跨站脚本|Synacor Zimbra Collaboration Suite（ZCS）是美国Synacor公司的一款开源协同办公套件。该产品包括WebMail、日历、通信录等。 Zimbra Collaboration Suite 8.8存在安全漏洞，该漏洞源于攻击者可利用该漏洞可以将包含可执行JavaScript的HTML放在元素属性中。此标记变为未转义的，从而导致将任意标记注入到文档中。|CVE-2022-24682| | | | | | | | 
Zoom Client 资源管理错误漏洞|CNNVD-202202-895|2022-02-09|2022-03-10| |中危|资源管理错误|ZOOM Client是美国ZOOM公司的一款支持多种平台的视频会议客户端应用程序。 Zoom Client for Meetings 存在安全漏洞，该漏洞源于 Zoom Client for Meetings 聊天功能容易受到 Zip 炸弹攻击。 这可能通过耗尽系统资源导致客户端主机上的可用性问题。|CVE-2022-22780| | | | | | | | 
Siemens Simcenter Femap 缓冲区错误漏洞|CNNVD-202202-816|2022-02-09|2022-02-16| |高危|缓冲区错误|Siemens Simcenter Femap是德国西门子（Siemens）公司的一款尖端工程学仿真应用程序。用于创建、编辑和导入/重用复杂产品或系统基于网格的有限元分析模型。 Simcenter Femap V2020.2（所有版本）和 V2021.1（所有版本）中存在缓冲区错误漏洞，该漏洞源于受影响的应用程序在解析特制 NEU 文件时包含超出分配结构末尾的越界写入。这可能允许攻击者在当前进程的上下文中执行代码。|CVE-2021-46151| | | | | | | | 
D-Link Dir-X1860 安全漏洞|CNNVD-202202-834|2022-02-09|2022-03-10| |高危|其他|D-Link Dir-X1860是中国友讯（D-Link）公司的一款双频路由器。 D-Link DIR-X1860 v1.10WWB09_Beta之前版本存在安全漏洞，该漏洞源于web应用程序中缺少对于URL的验证和过滤，允许未经身份验证的远程攻击者可利用该漏洞通过发送一个专门设计的URL给身份验证的受害者来重启路由器。经过身份验证的受害者需要访问这个URL，以便路由器重新启动。|CVE-2021-41441| | | | | | | | 
